#Wave		#Intensity
3998.657227	4226.439941
3994.540039	4270.161621
3990.420898	4224.245605
3986.299805	4229.331055
3982.176758	4212.582520
3978.050781	4249.176758
3973.922852	4232.431641
3969.793945	4193.909668
3965.661133	4211.089844
3961.527344	4252.438965
3957.391602	4291.326172
3953.252930	4388.164063
3949.112305	4371.388184
3944.969727	4330.489258
3940.824219	4390.960938
3936.677734	4383.849609
3932.528320	4381.563965
3928.376953	4427.456055
3924.223633	4463.667969
3920.067383	4396.367676
3915.910156	4468.630371
3911.750000	4442.258789
3907.587891	4411.108398
3903.422852	4442.421875
3899.256836	4459.300781
3895.087891	4478.559082
3890.916992	4533.758301
3886.744141	4471.479492
3882.568359	4533.806152
3878.391602	4560.158691
3874.211914	4512.313477
3870.029297	4497.994141
3865.845703	4443.057129
3861.659180	4471.783203
3857.470703	4498.089355
3853.280273	4462.323242
3849.086914	4481.448242
3844.892578	4438.573242
3840.695313	4507.719238
3836.496094	4548.215820
3832.293945	4586.287598
3828.089844	4510.137207
3823.883789	4579.092773
3819.675781	4583.814941
3815.464844	4583.779785
3811.252930	4597.985840
3807.038086	4619.291992
3802.820313	4571.807129
3798.601563	4621.541016
3794.379883	4661.745605
3790.155273	4592.999512
3785.929688	4680.498535
3781.701172	4652.016602
3777.470703	4661.382813
3773.238281	4651.836914
3769.002930	4670.634766
3764.765625	4703.570801
3760.526367	4731.752930
3756.285156	4653.812500
3752.041016	4705.549805
3747.794922	4721.904297
3743.545898	4733.531738
3739.295898	4792.196289
3735.042969	4817.878418
3730.787109	4728.376465
3726.530273	4833.921387
3722.270508	4756.239746
3718.008789	4791.263184
3713.744141	4819.212402
3709.477539	4816.659180
3705.208984	4788.337402
3700.938477	4785.799316
3696.665039	4816.023438
3692.389648	4811.129883
3688.111328	4831.953613
3683.832031	4939.201172
3679.549805	4866.522949
3675.264648	4863.938477
3670.977539	4863.687012
3666.688477	4963.687012
3662.397461	4930.755371
3658.103516	4900.185547
3653.807617	4976.722168
3649.509766	4932.197266
3645.208984	4950.499512
3640.906250	4940.891602
3636.600586	4977.747559
3632.292969	4982.060059
3627.983398	5002.608398
3623.671875	4999.941406
3619.357422	5096.942383
3615.040039	5057.157715
3610.721680	5040.566895
3606.400391	5007.792969
3602.077148	5046.751465
3597.750977	5023.250977
3593.422852	5094.500977
3589.091797	5066.376953
3584.758789	5116.751465
3580.423828	5153.229492
3576.086914	5162.000488
3571.747070	5177.672363
3567.404297	5163.385742
3563.060547	5199.751465
3558.713867	5229.174316
3554.364258	5171.188477
3550.012695	5281.023926
3545.659180	5273.598633
3541.302734	5279.953125
3536.944336	5375.779785
3532.583984	5292.633789
3528.220703	5376.886719
3523.855469	5348.801758
3519.487305	5373.402344
3515.117188	5269.832031
3510.745117	5292.156738
3506.370117	5360.170898
3501.993164	5430.394043
3497.613281	5416.055664
3493.231445	5433.679688
3488.846680	5519.708496
3484.459961	5439.228516
3480.071289	5527.435059
3475.679688	5547.228516
3471.286133	5555.618164
3466.889648	5504.853027
3462.491211	5565.541992
3458.090820	5555.722656
3453.687500	5607.229492
3449.282227	5656.408203
3444.874023	5553.535156
