#Wave		#Intensity
3998.657227	11212.210938
3994.540039	11260.791016
3990.420898	11133.557617
3986.299805	11188.437500
3982.176758	11279.632813
3978.050781	11138.030273
3973.922852	11156.467773
3969.793945	11184.566406
3965.661133	11190.849609
3961.527344	11274.527344
3957.391602	11210.635742
3953.252930	11228.963867
3949.112305	11302.815430
3944.969727	11287.273438
3940.824219	11368.246094
3936.677734	11412.959961
3932.528320	11392.548828
3928.376953	11251.711914
3924.223633	11315.663086
3920.067383	11333.821289
3915.910156	11392.842773
3911.750000	11240.261719
3907.587891	11311.273438
3903.422852	11307.764648
3899.256836	11265.854492
3895.087891	11336.727539
3890.916992	11278.053711
3886.744141	11341.646484
3882.568359	11211.170898
3878.391602	11298.661133
3874.211914	11295.138672
3870.029297	11291.615234
3865.845703	11190.098633
3861.659180	11110.183594
3857.470703	11078.097656
3853.280273	11053.198242
3849.086914	11111.796875
3844.892578	11086.897461
3840.695313	11104.904297
3836.496094	11056.211914
3832.293945	10959.965820
3828.089844	11068.389648
3823.883789	11133.900391
3819.675781	11111.414063
3815.464844	11153.073242
3811.252930	11154.329102
3807.038086	11067.795898
3802.820313	11140.223633
3798.601563	11165.169922
3794.379883	11154.553711
3790.155273	11089.490234
3785.929688	11142.804688
3781.701172	11139.296875
3777.470703	11138.152344
3773.238281	11132.278320
3769.002930	11109.876953
3764.765625	11299.898438
3760.526367	11147.688477
3756.285156	11097.008789
3752.041016	11072.297852
3747.794922	11132.389648
3743.545898	11150.044922
3739.295898	11207.669922
3735.042969	11119.447266
3730.787109	11191.118164
3726.530273	11053.661133
3722.270508	11160.495117
3718.008789	11100.620117
3713.744141	11113.501953
3709.477539	11131.052734
3705.208984	11097.042969
3700.938477	11142.670898
3696.665039	11106.339844
3692.389648	11056.009766
3688.111328	11197.416016
3683.832031	11298.948242
3679.549805	11204.211914
3675.264648	11303.289063
3670.977539	11108.334961
3666.688477	11286.617188
3662.397461	11199.059570
3658.103516	11176.801758
3653.807617	11222.066406
3649.509766	11185.850586
3645.208984	11179.897461
3640.906250	11166.972656
3636.600586	11095.986328
3632.292969	11213.117188
3627.983398	11221.063477
3623.671875	11247.548828
3619.357422	11229.961914
3615.040039	11177.639648
3610.721680	11190.198242
3606.400391	11200.423828
3602.077148	11189.818359
3597.750977	11126.049805
3593.422852	11221.764648
3589.091797	11169.583008
3584.758789	11186.691406
3580.423828	11134.574219
3576.086914	11250.809570
3571.747070	11339.263672
3567.404297	11335.497070
3563.060547	11262.675781
3558.713867	11337.162109
3554.364258	11296.598633
3550.012695	11258.370117
3545.659180	11275.303711
3541.302734	11402.403320
3536.944336	11352.692383
3532.583984	11442.913086
3528.220703	11496.361328
3523.855469	11373.361328
3519.487305	11429.068359
3515.117188	11388.603516
3510.745117	11437.371094
3506.370117	11435.792969
3501.993164	11550.724609
3497.613281	11473.726563
3493.231445	11504.065430
3488.846680	11623.320313
3484.459961	11432.410156
3480.071289	11492.326172
3475.679688	11533.954102
3471.286133	11596.015625
3466.889648	11612.510742
3462.491211	11574.417969
3458.090820	11577.262695
3453.687500	11582.369141
3449.282227	11644.210938
3444.874023	11594.819336
3440.463867	11645.239258
3436.050781	11797.577148
3431.635742	11739.106445
3427.217773	11800.669922
3422.797852	11706.049805
3418.375977	11839.913086
3413.951172	11838.025391
3409.523438	11942.296875
3405.094727	11802.631836
3400.662109	11884.235352
3396.228516	11956.724609
3391.791016	11959.257813
3387.352539	11896.455078
3382.911133	11849.475586
3378.466797	11993.811523
3374.020508	12007.541992
3369.571289	11913.358398
